venta_id,cliente_id,fecha_venta,total_eur,metodo_pago,tienda
476,110,2023-03-06,91.13,Tarjeta Crédito,Tienda5
477,571,2020-05-26,253.08,Transferencia,Tienda2
478,504,2021-04-25,229.89,Efectivo,Tienda1
479,187,2020-04-05,275.16,Transferencia,Tienda4
480,399,2019-05-27,276.34,Tarjeta Débito,Tienda2
481,461,2021-12-21,279.73,Tarjeta Débito,Tienda4
482,228,2021-08-29,127.88,Efectivo,Tienda2
483,428,2019-08-06,110.07,Transferencia,Tienda5
484,184,2023-10-24,65.53,Transferencia,Tienda2
485,28,2020-07-28,178.13,Transferencia,Tienda3
486,202,2020-12-28,162.88,Efectivo,Tienda2
487,174,2021-07-18,117.61,Tarjeta Débito,Tienda4
488,239,2021-06-23,263.95,Tarjeta Débito,Tienda3
489,607,2024-01-27,264.76,Transferencia,Tienda4
490,659,2021-09-16,152.74,Transferencia,Tienda4
491,45,2019-04-15,83.05,Efectivo,Tienda5
492,214,2024-02-28,290.09,Tarjeta Crédito,Tienda3
493,164,2023-11-16,296.76,Tarjeta Crédito,Tienda3
494,693,2022-05-21,58.61,Efectivo,Tienda5
495,97,2019-07-12,127.08,Transferencia,Tienda4
496,613,2019-08-27,250.2,Transferencia,Tienda4
497,127,2021-09-20,256.17,Tarjeta Crédito,Tienda1
498,533,2020-07-20,80.46,Transferencia,Tienda5
499,226,2019-07-28,234.29,Transferencia,Tienda5
500,207,2021-08-02,133.01,Transferencia,Tienda2
501,56,2022-11-12,273.69,Tarjeta Débito,Tienda5
502,32,2023-05-01,228.15,Efectivo,Tienda1
503,619,2020-07-16,246.19,Efectivo,Tienda1
504,284,2020-02-18,58.3,Transferencia,Tienda1
505,262,2021-07-13,116.76,Tarjeta Débito,Tienda2
506,99,2023-02-26,126.15,Transferencia,Tienda2
507,483,2019-12-22,112.66,Tarjeta Crédito,Tienda1
508,423,2021-10-29,107.0,Tarjeta Crédito,Tienda3
509,304,2021-08-11,179.94,Tarjeta Débito,Tienda5
510,469,2020-01-15,276.67,Transferencia,Tienda5
511,191,2019-04-21,27.4,Efectivo,Tienda3
512,141,2020-06-10,221.25,Efectivo,Tienda4
513,483,2019-06-11,288.38,Efectivo,Tienda3
514,252,2020-01-11,279.2,Transferencia,Tienda1
515,416,2021-01-06,135.05,Efectivo,Tienda3
516,515,2023-12-11,241.34,Transferencia,Tienda1
517,35,2019-07-29,266.45,Tarjeta Débito,Tienda3
518,566,2019-06-30,94.02,Tarjeta Crédito,Tienda3
519,573,2021-08-02,220.62,Efectivo,Tienda1
520,568,2021-03-15,190.15,Tarjeta Débito,Tienda3
521,185,2019-01-12,101.66,Tarjeta Débito,Tienda3
522,464,2019-04-13,199.41,Transferencia,Tienda2
523,436,2024-02-29,240.76,Tarjeta Crédito,Tienda1
524,286,2022-09-15,112.67,Tarjeta Débito,Tienda4
525,307,2019-03-21,130.31,Transferencia,Tienda4
526,105,2023-01-17,94.0,Efectivo,Tienda4
527,164,2022-07-25,29.35,Transferencia,Tienda1
528,638,2021-09-04,240.87,Efectivo,Tienda4
529,109,2022-10-10,268.41,Tarjeta Crédito,Tienda5
530,348,2020-05-04,143.68,Tarjeta Débito,Tienda1
531,116,2021-05-11,139.16,Efectivo,Tienda3
532,428,2019-08-24,61.47,Efectivo,Tienda2
533,224,2019-01-02,199.37,Tarjeta Crédito,Tienda2
534,411,2019-08-20,183.61,Efectivo,Tienda5
535,326,2022-10-27,166.44,Tarjeta Crédito,Tienda1
536,396,2022-04-15,162.5,Efectivo,Tienda4
537,469,2021-08-22,88.09,Tarjeta Crédito,Tienda5
538,348,2022-06-18,82.23,Tarjeta Débito,Tienda1
539,227,2020-06-28,95.29,Tarjeta Crédito,Tienda3
540,170,2020-04-03,165.91,Tarjeta Crédito,Tienda5
541,426,2019-07-22,109.28,Tarjeta Débito,Tienda2
542,486,2019-06-07,117.34,Efectivo,Tienda5
543,54,2022-04-22,169.56,Tarjeta Débito,Tienda4
544,355,2021-01-12,51.98,Transferencia,Tienda3
545,480,2021-06-30,50.26,Efectivo,Tienda2
546,397,2021-03-12,104.84,Efectivo,Tienda3
547,11,2019-12-04,88.97,Efectivo,Tienda4
548,672,2023-04-10,170.55,Transferencia,Tienda1
549,506,2024-01-26,65.26,Efectivo,Tienda1
550,512,2023-06-01,237.58,Tarjeta Crédito,Tienda1
551,487,2021-08-13,98.83,Efectivo,Tienda1
552,451,2020-08-02,123.93,Tarjeta Débito,Tienda1
553,496,2019-03-28,154.54,Tarjeta Débito,Tienda5
554,537,2023-08-17,151.14,Tarjeta Crédito,Tienda3
555,367,2020-09-30,46.04,Efectivo,Tienda2
556,573,2022-07-27,284.3,Tarjeta Débito,Tienda4
557,426,2022-10-04,88.45,Tarjeta Crédito,Tienda2
558,619,2019-11-20,192.41,Tarjeta Crédito,Tienda3
559,178,2023-06-15,19.46,Transferencia,Tienda5
560,72,2020-01-31,71.75,Tarjeta Débito,Tienda3
561,86,2023-06-02,205.86,Efectivo,Tienda1
562,200,2021-09-24,115.7,Efectivo,Tienda4
563,393,2023-11-10,225.84,Tarjeta Crédito,Tienda3
564,137,2019-07-27,294.78,Tarjeta Crédito,Tienda4
565,342,2021-09-28,63.56,Tarjeta Débito,Tienda4
566,34,2023-06-08,104.91,Efectivo,Tienda4
567,388,2021-09-08,259.04,Tarjeta Crédito,Tienda2
568,99,2019-05-06,33.65,Tarjeta Débito,Tienda1
569,130,2022-07-16,57.77,Transferencia,Tienda2
570,183,2021-04-08,234.45,Efectivo,Tienda4
571,470,2021-11-21,165.72,Transferencia,Tienda3
572,650,2023-08-19,246.89,Efectivo,Tienda4
573,464,2024-01-19,147.61,Transferencia,Tienda4
574,487,2022-03-14,79.58,Tarjeta Crédito,Tienda5
575,168,2023-12-02,25.49,Tarjeta Crédito,Tienda4
576,628,2022-09-27,82.23,Tarjeta Crédito,Tienda4
577,68,2019-07-04,244.04,Efectivo,Tienda5
578,230,2022-05-21,214.2,Tarjeta Crédito,Tienda5
579,255,2019-09-22,266.27,Transferencia,Tienda1
580,299,2020-11-05,281.2,Efectivo,Tienda3
581,523,2023-11-27,255.99,Tarjeta Crédito,Tienda4
582,535,2019-12-07,187.77,Transferencia,Tienda4
583,198,2022-01-15,288.66,Transferencia,Tienda3
584,209,2023-10-26,71.95,Tarjeta Crédito,Tienda1
585,19,2022-03-13,28.18,Tarjeta Crédito,Tienda4
586,456,2020-04-03,271.32,Tarjeta Débito,Tienda2
587,427,2021-10-21,118.17,Efectivo,Tienda2
588,680,2020-04-16,213.13,Efectivo,Tienda3
589,416,2021-10-19,53.53,Tarjeta Débito,Tienda1
590,585,2021-07-08,258.81,Tarjeta Débito,Tienda5
591,465,2021-10-30,294.26,Transferencia,Tienda3
592,530,2022-02-28,257.35,Transferencia,Tienda1
593,17,2019-08-22,88.01,Transferencia,Tienda3
594,675,2022-12-01,56.75,Efectivo,Tienda4
595,683,2023-07-04,280.19,Tarjeta Débito,Tienda1
596,389,2021-04-09,62.22,Transferencia,Tienda1
597,692,2021-06-23,55.9,Transferencia,Tienda4
598,673,2021-08-15,143.99,Tarjeta Crédito,Tienda3
599,643,2020-02-10,170.5,Efectivo,Tienda1
600,303,2021-06-05,120.04,Efectivo,Tienda4
601,452,2021-11-12,15.59,Tarjeta Crédito,Tienda4
602,165,2023-10-09,90.56,Tarjeta Crédito,Tienda3
603,164,2021-10-24,47.56,Efectivo,Tienda1
604,601,2023-07-26,173.42,Tarjeta Crédito,Tienda2
605,545,2024-01-28,87.61,Tarjeta Débito,Tienda3
606,304,2023-02-21,248.53,Efectivo,Tienda4
607,308,2024-01-23,43.21,Efectivo,Tienda1
608,163,2020-01-08,24.76,Tarjeta Débito,Tienda2
609,625,2023-06-19,217.88,Efectivo,Tienda4
610,231,2019-07-08,270.43,Transferencia,Tienda5
611,540,2021-11-23,229.42,Efectivo,Tienda1
612,339,2022-01-08,41.93,Tarjeta Crédito,Tienda5
613,143,2019-11-27,150.96,Tarjeta Débito,Tienda4
614,173,2023-07-09,221.54,Transferencia,Tienda5
615,62,2020-08-23,176.99,Transferencia,Tienda1
616,17,2021-02-16,61.48,Efectivo,Tienda2
617,30,2019-11-10,22.3,Tarjeta Crédito,Tienda5
618,282,2021-02-25,30.03,Tarjeta Crédito,Tienda1
619,475,2020-02-10,101.2,Transferencia,Tienda1
620,648,2020-01-06,180.43,Tarjeta Débito,Tienda4
621,35,2020-12-03,18.06,Efectivo,Tienda1
622,659,2020-02-16,82.59,Tarjeta Crédito,Tienda3
623,343,2022-02-14,73.28,Tarjeta Débito,Tienda5
624,447,2020-05-03,109.67,Tarjeta Débito,Tienda5
625,557,2023-12-28,286.15,Efectivo,Tienda2
626,522,2024-01-04,179.45,Tarjeta Crédito,Tienda2
627,224,2023-12-23,90.82,Efectivo,Tienda4
628,557,2021-09-17,292.57,Transferencia,Tienda3
629,392,2019-08-14,60.77,Tarjeta Débito,Tienda4
630,304,2019-05-04,210.92,Tarjeta Crédito,Tienda5
631,383,2020-03-26,56.3,Transferencia,Tienda5
632,259,2019-06-03,215.75,Efectivo,Tienda2
633,226,2022-09-13,114.69,Tarjeta Débito,Tienda1
634,374,2019-10-10,57.81,Tarjeta Crédito,Tienda5
635,375,2022-05-01,265.3,Tarjeta Crédito,Tienda4
636,39,2019-11-27,290.36,Tarjeta Crédito,Tienda5
637,655,2023-08-13,206.0,Transferencia,Tienda1
638,323,2022-05-10,43.91,Efectivo,Tienda4
639,406,2020-01-22,112.24,Tarjeta Crédito,Tienda5
640,329,2019-03-18,61.41,Tarjeta Crédito,Tienda3
641,411,2022-06-27,192.67,Tarjeta Débito,Tienda2
642,419,2021-08-15,18.72,Transferencia,Tienda4
643,324,2019-10-14,31.21,Tarjeta Débito,Tienda3
644,369,2022-09-10,18.75,Efectivo,Tienda3
645,477,2022-09-07,126.26,Tarjeta Crédito,Tienda1
646,66,2024-01-21,251.4,Tarjeta Crédito,Tienda5
647,148,2023-02-24,130.17,Efectivo,Tienda4
648,165,2023-11-05,185.21,Tarjeta Crédito,Tienda5
649,585,2022-12-18,16.18,Tarjeta Crédito,Tienda1
650,141,2023-11-09,134.83,Tarjeta Crédito,Tienda3
651,600,2019-03-12,146.59,Tarjeta Crédito,Tienda2
652,562,2021-07-16,19.36,Transferencia,Tienda3
653,24,2023-02-15,69.65,Tarjeta Crédito,Tienda3
654,564,2020-08-26,255.84,Tarjeta Débito,Tienda1
655,222,2021-04-22,163.88,Tarjeta Débito,Tienda2
656,656,2022-02-13,198.03,Tarjeta Crédito,Tienda4
657,277,2023-10-01,65.28,Transferencia,Tienda2
658,175,2022-05-27,279.29,Tarjeta Débito,Tienda3
659,194,2022-02-26,170.53,Transferencia,Tienda4
660,433,2019-07-16,264.38,Tarjeta Crédito,Tienda1
661,8,2024-01-05,146.46,Tarjeta Débito,Tienda4
662,650,2020-10-21,283.66,Tarjeta Débito,Tienda5
663,221,2023-09-20,147.82,Transferencia,Tienda1
664,59,2020-06-24,226.14,Efectivo,Tienda1
665,237,2021-12-22,140.14,Tarjeta Crédito,Tienda4
666,99,2021-05-10,103.5,Efectivo,Tienda5
667,331,2023-04-16,224.72,Tarjeta Crédito,Tienda3
668,472,2021-07-07,75.98,Efectivo,Tienda5
669,478,2019-07-14,191.61,Tarjeta Débito,Tienda3
670,629,2022-03-07,35.86,Transferencia,Tienda5
671,75,2023-08-08,24.87,Tarjeta Crédito,Tienda3
672,421,2024-02-13,150.0,Transferencia,Tienda4
673,480,2022-06-26,96.67,Transferencia,Tienda4
674,608,2024-01-31,273.55,Efectivo,Tienda5
675,531,2020-04-29,298.0,Efectivo,Tienda4
676,63,2019-01-18,114.1,Tarjeta Crédito,Tienda5
677,426,2024-02-13,189.17,Tarjeta Crédito,Tienda3
678,91,2021-04-14,155.87,Tarjeta Débito,Tienda2
679,73,2020-06-05,89.72,Tarjeta Débito,Tienda1
680,142,2019-11-04,144.04,Tarjeta Crédito,Tienda5
681,310,2022-04-29,114.53,Tarjeta Crédito,Tienda1
682,75,2023-12-22,25.51,Efectivo,Tienda2
683,99,2019-08-30,230.87,Tarjeta Crédito,Tienda1
684,314,2021-10-05,240.42,Transferencia,Tienda4
685,454,2019-04-25,174.61,Tarjeta Débito,Tienda3
686,422,2019-05-28,266.06,Efectivo,Tienda4
687,475,2019-02-11,283.57,Transferencia,Tienda5
688,219,2022-10-06,224.76,Efectivo,Tienda5
689,239,2021-10-14,38.4,Tarjeta Débito,Tienda1
690,634,2020-02-21,183.14,Tarjeta Débito,Tienda2
691,127,2020-11-14,220.86,Efectivo,Tienda1
692,697,2023-09-16,120.81,Tarjeta Crédito,Tienda2
693,427,2021-08-23,121.28,Transferencia,Tienda1
694,404,2019-06-13,19.48,Tarjeta Débito,Tienda3
695,686,2024-02-26,74.49,Tarjeta Crédito,Tienda4
696,46,2022-11-23,47.33,Transferencia,Tienda5
697,162,2021-10-27,189.45,Tarjeta Débito,Tienda2
698,225,2020-02-28,147.18,Tarjeta Débito,Tienda3
699,294,2020-08-03,262.73,Efectivo,Tienda3
700,399,2019-11-18,23.45,Efectivo,Tienda2
701,193,2024-01-19,101.97,Tarjeta Débito,Tienda4
702,256,2023-01-31,292.72,Transferencia,Tienda3
703,95,2022-03-14,278.8,Tarjeta Débito,Tienda4
704,312,2020-08-29,166.43,Efectivo,Tienda3
705,226,2021-04-06,192.01,Transferencia,Tienda1
706,238,2024-02-08,72.52,Efectivo,Tienda1
707,679,2020-12-23,281.26,Efectivo,Tienda4
708,622,2020-08-19,188.77,Tarjeta Crédito,Tienda3
709,461,2022-07-25,282.26,Tarjeta Débito,Tienda4
710,387,2019-06-10,238.43,Transferencia,Tienda2
711,470,2021-07-15,208.87,Tarjeta Crédito,Tienda2
712,235,2022-05-11,200.1,Tarjeta Débito,Tienda4
713,114,2021-07-28,92.0,Tarjeta Crédito,Tienda3
714,371,2020-03-07,29.14,Efectivo,Tienda1
715,31,2019-02-13,193.54,Transferencia,Tienda3
716,237,2024-02-28,208.31,Tarjeta Débito,Tienda5
717,285,2024-02-11,137.72,Tarjeta Crédito,Tienda2
718,206,2023-06-02,291.57,Tarjeta Débito,Tienda2
719,656,2021-02-14,282.44,Efectivo,Tienda5
720,345,2023-12-19,144.43,Tarjeta Débito,Tienda4
721,413,2020-10-06,138.93,Tarjeta Crédito,Tienda5
722,77,2020-02-06,232.22,Efectivo,Tienda2
723,199,2020-07-28,179.6,Tarjeta Débito,Tienda3
724,421,2019-12-05,207.89,Efectivo,Tienda5
725,22,2019-10-06,121.05,Transferencia,Tienda1
726,480,2021-03-01,238.01,Tarjeta Débito,Tienda5
727,648,2019-05-11,83.64,Tarjeta Crédito,Tienda3
728,216,2019-09-25,296.42,Tarjeta Débito,Tienda2
729,292,2022-01-22,153.26,Tarjeta Débito,Tienda3
730,272,2020-06-28,50.2,Efectivo,Tienda3
731,678,2021-04-11,229.44,Efectivo,Tienda2
732,440,2022-10-30,218.94,Tarjeta Crédito,Tienda4
733,338,2023-04-27,197.9,Tarjeta Débito,Tienda5
734,612,2023-11-06,179.93,Tarjeta Crédito,Tienda1
735,138,2020-09-20,173.17,Tarjeta Crédito,Tienda3
736,208,2022-07-07,116.89,Tarjeta Débito,Tienda5
737,275,2020-04-28,170.79,Tarjeta Débito,Tienda4
738,463,2021-06-16,19.25,Tarjeta Débito,Tienda2
739,355,2021-09-19,140.52,Tarjeta Débito,Tienda4
740,595,2021-06-29,23.78,Tarjeta Débito,Tienda5
741,519,2021-09-11,78.17,Transferencia,Tienda3
742,596,2021-08-30,101.58,Transferencia,Tienda3
743,311,2023-03-17,71.83,Tarjeta Débito,Tienda1
744,37,2020-04-01,168.02,Efectivo,Tienda2
745,412,2022-08-05,21.09,Tarjeta Débito,Tienda3
746,341,2021-09-28,162.09,Transferencia,Tienda4
747,32,2022-07-25,236.55,Tarjeta Crédito,Tienda4
748,213,2023-03-19,244.85,Transferencia,Tienda3
749,10,2020-03-19,299.32,Tarjeta Crédito,Tienda1
750,313,2023-11-07,74.96,Tarjeta Débito,Tienda1
751,511,2022-10-07,177.28,Transferencia,Tienda4
752,176,2021-01-20,101.3,Tarjeta Crédito,Tienda4
753,436,2020-12-16,95.27,Tarjeta Crédito,Tienda3
754,619,2022-05-07,27.37,Transferencia,Tienda4
755,489,2019-03-05,112.35,Transferencia,Tienda3
756,275,2021-08-15,29.7,Tarjeta Débito,Tienda4
757,613,2023-02-03,61.62,Transferencia,Tienda1
758,16,2019-11-01,281.29,Efectivo,Tienda1
759,371,2021-11-23,110.46,Efectivo,Tienda3
760,294,2023-03-19,228.21,Transferencia,Tienda4
761,514,2019-03-16,196.53,Efectivo,Tienda2
762,313,2023-12-31,134.46,Transferencia,Tienda2
763,646,2020-06-23,134.59,Transferencia,Tienda5
764,201,2021-03-08,204.69,Tarjeta Débito,Tienda5
765,636,2022-07-09,21.68,Transferencia,Tienda1
766,123,2020-10-02,141.58,Transferencia,Tienda4
767,136,2022-09-26,150.97,Tarjeta Crédito,Tienda2
768,224,2021-01-05,90.85,Efectivo,Tienda3
769,519,2022-08-18,71.1,Tarjeta Crédito,Tienda1
770,699,2019-10-12,274.81,Transferencia,Tienda1
771,352,2021-10-01,228.21,Tarjeta Débito,Tienda1
772,96,2023-12-19,208.12,Efectivo,Tienda2
773,365,2023-03-08,158.58,Efectivo,Tienda4
774,414,2021-05-02,241.53,Efectivo,Tienda3
775,308,2020-03-30,278.21,Tarjeta Crédito,Tienda1
776,578,2024-02-25,28.94,Efectivo,Tienda2
777,621,2021-05-18,115.64,Tarjeta Crédito,Tienda3
778,393,2019-05-17,219.25,Efectivo,Tienda3
779,33,2024-02-02,79.58,Efectivo,Tienda1
780,87,2023-09-01,167.06,Efectivo,Tienda1
781,659,2020-02-02,183.12,Tarjeta Crédito,Tienda5
782,575,2019-01-04,248.84,Transferencia,Tienda4
783,387,2019-01-08,189.11,Transferencia,Tienda4
784,172,2022-03-13,150.84,Tarjeta Crédito,Tienda2
785,66,2024-02-25,65.73,Efectivo,Tienda4
786,418,2022-11-12,272.3,Efectivo,Tienda1
787,658,2020-12-29,230.77,Tarjeta Débito,Tienda3
788,328,2022-11-09,296.8,Tarjeta Débito,Tienda2
789,299,2022-07-26,90.74,Efectivo,Tienda5
790,575,2020-02-27,189.74,Transferencia,Tienda5
791,337,2022-07-03,118.73,Efectivo,Tienda1
792,181,2022-09-01,143.89,Efectivo,Tienda3
793,70,2020-01-24,27.97,Transferencia,Tienda5
794,28,2021-02-23,215.29,Transferencia,Tienda5
795,164,2022-12-06,123.16,Transferencia,Tienda4
796,33,2019-07-02,195.63,Tarjeta Débito,Tienda4
797,247,2020-03-14,89.7,Tarjeta Débito,Tienda5
798,635,2023-11-29,269.3,Tarjeta Crédito,Tienda1
799,399,2023-03-28,81.18,Tarjeta Débito,Tienda4
800,286,2020-03-22,158.83,Transferencia,Tienda4
