venta_id,producto_id,cantidad,precio_unitario_eur,precio_total_eur,tienda
728,3,2,104.2,208.4,Tienda3
493,56,3,46.53,139.59,Tienda5
771,97,3,95.53,286.59,Tienda4
563,121,2,81.36,162.72,Tienda1
661,214,2,102.6,205.2,Tienda4
767,119,3,16.1,48.3,Tienda3
458,242,3,90.53,271.59,Tienda5
546,7,3,32.14,96.42,Tienda5
133,216,1,93.02,93.02,Tienda3
299,250,3,42.28,126.84,Tienda3
274,36,2,110.96,221.92,Tienda5
561,10,3,67.7,203.1,Tienda5
569,232,1,96.15,96.15,Tienda1
169,214,3,102.6,307.8,Tienda4
278,31,2,101.26,202.52,Tienda5
99,121,2,81.36,162.72,Tienda1
508,225,2,50.17,100.34,Tienda4
35,97,1,95.53,95.53,Tienda3
424,196,3,117.49,352.47,Tienda3
161,42,2,78.81,157.62,Tienda2
651,108,2,80.1,160.2,Tienda5
435,98,3,87.79,263.37,Tienda1
585,229,3,114.94,344.82,Tienda4
694,72,2,31.85,63.7,Tienda5
140,84,2,93.7,187.4,Tienda5
237,157,3,93.07,279.21,Tienda4
318,34,3,22.51,67.53,Tienda2
510,140,2,73.9,147.8,Tienda5
62,72,1,31.85,31.85,Tienda3
251,27,1,91.3,91.3,Tienda1
702,218,1,70.07,70.07,Tienda5
148,102,1,11.29,11.29,Tienda4
378,10,3,67.7,203.1,Tienda4
54,189,2,23.77,47.54,Tienda2
188,247,3,118.55,355.65,Tienda5
402,24,1,65.24,65.24,Tienda5
151,201,2,88.5,177.0,Tienda4
366,48,3,16.66,49.98,Tienda3
595,59,2,109.85,219.7,Tienda3
717,15,2,117.3,234.6,Tienda5
179,185,1,20.57,20.57,Tienda1
574,229,2,114.94,229.88,Tienda3
138,142,2,118.79,237.58,Tienda3
793,157,3,93.07,279.21,Tienda2
384,135,1,56.13,56.13,Tienda5
492,235,1,25.35,25.35,Tienda1
127,3,1,104.2,104.2,Tienda5
116,194,3,20.61,61.83,Tienda1
597,145,1,39.97,39.97,Tienda4
691,102,1,11.29,11.29,Tienda1
97,4,1,66.05,66.05,Tienda3
375,136,2,103.97,207.94,Tienda4
767,163,2,14.82,29.64,Tienda3
590,213,3,78.73,236.19,Tienda3
533,13,1,58.14,58.14,Tienda4
634,196,3,117.49,352.47,Tienda3
380,112,1,91.69,91.69,Tienda2
219,73,1,105.42,105.42,Tienda4
188,184,1,88.89,88.89,Tienda5
742,126,1,65.39,65.39,Tienda1
655,143,1,29.12,29.12,Tienda2
577,194,2,20.61,41.22,Tienda3
656,29,1,55.28,55.28,Tienda1
541,110,2,116.49,232.98,Tienda3
380,98,3,87.79,263.37,Tienda2
565,96,1,69.69,69.69,Tienda5
177,219,2,23.72,47.44,Tienda4
737,146,1,17.85,17.85,Tienda2
82,39,2,46.65,93.3,Tienda5
665,64,3,32.31,96.93,Tienda4
531,52,2,88.55,177.1,Tienda4
71,58,3,10.68,32.04,Tienda4
42,216,1,93.02,93.02,Tienda2
303,194,3,20.61,61.83,Tienda4
653,225,1,50.17,50.17,Tienda5
123,194,2,20.61,41.22,Tienda5
657,10,3,67.7,203.1,Tienda4
418,77,1,49.46,49.46,Tienda2
673,6,1,11.0,11.0,Tienda2
339,165,3,81.34,244.02,Tienda2
561,183,1,100.12,100.12,Tienda5
487,96,3,69.69,209.07,Tienda2
305,33,1,40.26,40.26,Tienda4
231,83,2,38.9,77.8,Tienda1
446,190,2,85.51,171.02,Tienda2
321,116,1,42.76,42.76,Tienda4
140,163,2,14.82,29.64,Tienda5
171,230,2,117.02,234.04,Tienda2
276,200,1,90.44,90.44,Tienda2
478,42,1,78.81,78.81,Tienda3
277,137,1,56.35,56.35,Tienda2
669,14,3,79.25,237.75,Tienda2
31,218,3,70.07,210.21,Tienda2
496,110,1,116.49,116.49,Tienda1
157,46,2,83.62,167.24,Tienda1
405,24,3,65.24,195.72,Tienda2
299,194,1,20.61,20.61,Tienda3
164,130,2,118.19,236.38,Tienda4
315,54,1,66.24,66.24,Tienda2
152,74,2,55.56,111.12,Tienda1
32,221,1,83.93,83.93,Tienda2
550,243,1,108.2,108.2,Tienda4
750,172,3,69.34,208.02,Tienda4
672,169,1,60.2,60.2,Tienda3
33,157,3,93.07,279.21,Tienda5
576,6,1,11.0,11.0,Tienda5
63,151,1,103.45,103.45,Tienda2
381,16,3,39.9,119.7,Tienda3
481,124,1,104.5,104.5,Tienda4
636,169,3,60.2,180.6,Tienda4
352,115,3,72.89,218.67,Tienda1
650,89,1,45.96,45.96,Tienda4
239,98,3,87.79,263.37,Tienda3
242,91,2,60.2,120.4,Tienda3
677,88,3,111.51,334.53,Tienda1
68,205,2,101.39,202.78,Tienda5
105,40,1,70.59,70.59,Tienda2
662,158,2,12.01,24.02,Tienda5
416,150,2,23.93,47.86,Tienda3
729,234,3,21.78,65.34,Tienda2
428,240,2,24.43,48.86,Tienda5
10,5,1,16.67,16.67,Tienda4
460,212,3,51.77,155.31,Tienda2
74,68,2,105.11,210.22,Tienda2
726,221,3,83.93,251.79,Tienda5
500,15,1,117.3,117.3,Tienda5
130,46,1,83.62,83.62,Tienda3
269,54,2,66.24,132.48,Tienda4
59,148,2,44.83,89.66,Tienda3
197,61,2,114.52,229.04,Tienda3
602,80,1,96.65,96.65,Tienda1
471,108,1,80.1,80.1,Tienda2
538,160,2,58.71,117.42,Tienda4
640,58,3,10.68,32.04,Tienda2
451,11,1,19.24,19.24,Tienda1
298,122,3,78.13,234.39,Tienda4
445,25,2,112.44,224.88,Tienda5
213,60,1,66.98,66.98,Tienda3
419,161,3,23.94,71.82,Tienda5
172,62,3,12.42,37.26,Tienda4
392,178,3,109.54,328.62,Tienda2
308,154,3,29.63,88.89,Tienda2
162,231,3,59.23,177.69,Tienda4
389,98,1,87.79,87.79,Tienda5
176,30,2,28.96,57.92,Tienda3
28,228,2,35.5,71.0,Tienda1
314,8,3,55.66,166.98,Tienda4
440,244,1,117.1,117.1,Tienda3
795,193,1,18.33,18.33,Tienda5
104,189,1,23.77,23.77,Tienda2
471,81,3,114.86,344.58,Tienda2
330,99,1,84.41,84.41,Tienda3
391,218,1,70.07,70.07,Tienda4
17,53,2,50.47,100.94,Tienda5
393,109,2,62.31,124.62,Tienda3
31,17,1,92.89,92.89,Tienda2
222,15,1,117.3,117.3,Tienda2
205,164,1,112.93,112.93,Tienda3
20,204,1,98.03,98.03,Tienda4
327,197,1,94.42,94.42,Tienda2
381,162,2,77.73,155.46,Tienda3
69,102,3,11.29,33.87,Tienda5
339,148,2,44.83,89.66,Tienda2
658,189,3,23.77,71.31,Tienda4
274,201,2,88.5,177.0,Tienda5
489,4,1,66.05,66.05,Tienda3
409,119,3,16.1,48.3,Tienda1
585,46,2,83.62,167.24,Tienda4
528,55,1,63.53,63.53,Tienda2
433,174,3,13.31,39.93,Tienda1
101,191,2,106.88,213.76,Tienda5
430,146,3,17.85,53.55,Tienda1
343,114,2,99.33,198.66,Tienda3
650,157,3,93.07,279.21,Tienda4
314,4,3,66.05,198.15,Tienda4
276,244,2,117.1,234.2,Tienda2
294,80,1,96.65,96.65,Tienda2
744,223,2,32.8,65.6,Tienda2
252,37,2,78.65,157.3,Tienda5
704,114,3,99.33,297.99,Tienda1
300,221,2,83.93,167.86,Tienda3
117,211,3,58.63,175.89,Tienda2
788,37,1,78.65,78.65,Tienda5
525,233,3,108.58,325.74,Tienda4
710,245,2,117.42,234.84,Tienda2
392,104,3,84.57,253.71,Tienda2
393,111,2,55.85,111.7,Tienda3
676,28,1,43.33,43.33,Tienda4
301,82,3,87.14,261.42,Tienda3
507,193,1,18.33,18.33,Tienda5
672,184,2,88.89,177.78,Tienda3
18,168,2,73.6,147.2,Tienda4
132,204,3,98.03,294.09,Tienda4
415,211,1,58.63,58.63,Tienda5
570,110,3,116.49,349.47,Tienda3
437,10,1,67.7,67.7,Tienda3
194,120,2,27.97,55.94,Tienda3
306,191,3,106.88,320.64,Tienda1
532,62,1,12.42,12.42,Tienda5
170,158,1,12.01,12.01,Tienda2
533,83,2,38.9,77.8,Tienda4
679,187,3,43.53,130.59,Tienda3
241,164,3,112.93,338.79,Tienda2
492,210,1,61.31,61.31,Tienda1
487,88,1,111.51,111.51,Tienda2
467,1,3,91.77,275.31,Tienda1
602,236,2,38.35,76.7,Tienda1
683,97,1,95.53,95.53,Tienda4
623,74,2,55.56,111.12,Tienda2
19,20,1,15.88,15.88,Tienda5
405,47,3,117.4,352.2,Tienda2
47,106,3,41.86,125.58,Tienda3
702,147,1,84.1,84.1,Tienda5
458,161,2,23.94,47.88,Tienda5
551,224,1,89.91,89.91,Tienda3
456,195,1,22.96,22.96,Tienda3
475,223,2,32.8,65.6,Tienda3
400,159,3,88.74,266.22,Tienda4
18,132,1,39.36,39.36,Tienda4
352,160,3,58.71,176.13,Tienda1
225,84,3,93.7,281.1,Tienda5
704,160,3,58.71,176.13,Tienda1
722,99,2,84.41,168.82,Tienda2
743,157,2,93.07,186.14,Tienda5
155,70,1,76.49,76.49,Tienda2
795,184,2,88.89,177.78,Tienda5
445,20,3,15.88,47.64,Tienda5
187,249,3,112.56,337.68,Tienda2
501,226,3,79.7,239.1,Tienda2
445,98,1,87.79,87.79,Tienda5
64,31,1,101.26,101.26,Tienda2
164,68,2,105.11,210.22,Tienda4
569,44,2,110.0,220.0,Tienda1
256,12,3,69.74,209.22,Tienda5
668,163,1,14.82,14.82,Tienda1
223,146,1,17.85,17.85,Tienda1
52,201,3,88.5,265.5,Tienda4
284,222,3,78.25,234.75,Tienda3
20,208,1,70.5,70.5,Tienda4
22,115,2,72.89,145.78,Tienda1
71,163,2,14.82,29.64,Tienda4
493,189,3,23.77,71.31,Tienda5
234,25,1,112.44,112.44,Tienda4
10,91,1,60.2,60.2,Tienda4
701,210,3,61.31,183.93,Tienda3
102,243,3,108.2,324.6,Tienda2
630,20,2,15.88,31.76,Tienda4
626,52,2,88.55,177.1,Tienda1
8,57,2,43.87,87.74,Tienda2
596,152,3,34.6,103.8,Tienda3
320,196,1,117.49,117.49,Tienda3
665,22,2,30.31,60.62,Tienda4
85,160,1,58.71,58.71,Tienda3
564,38,1,45.07,45.07,Tienda4
24,149,3,56.37,169.11,Tienda1
273,217,1,30.88,30.88,Tienda2
649,183,1,100.12,100.12,Tienda2
68,110,2,116.49,232.98,Tienda5
26,21,2,93.95,187.9,Tienda1
448,138,3,24.81,74.43,Tienda1
135,18,1,47.85,47.85,Tienda1
267,214,2,102.6,205.2,Tienda3
13,113,3,96.13,288.39,Tienda5
372,236,2,38.35,76.7,Tienda1
137,88,3,111.51,334.53,Tienda3
278,126,1,65.39,65.39,Tienda5
542,241,1,100.84,100.84,Tienda1
263,169,1,60.2,60.2,Tienda2
158,21,3,93.95,281.85,Tienda1
214,11,2,19.24,38.48,Tienda2
261,216,1,93.02,93.02,Tienda3
522,154,3,29.63,88.89,Tienda3
178,249,1,112.56,112.56,Tienda4
175,207,1,60.98,60.98,Tienda2
390,45,1,25.28,25.28,Tienda1
158,120,2,27.97,55.94,Tienda1
25,28,3,43.33,129.99,Tienda2
401,21,3,93.95,281.85,Tienda1
186,115,3,72.89,218.67,Tienda2
312,147,1,84.1,84.1,Tienda5
774,176,2,58.91,117.82,Tienda5
357,67,3,78.41,235.23,Tienda1
391,23,2,48.31,96.62,Tienda4
159,31,3,101.26,303.78,Tienda2
348,198,3,78.4,235.2,Tienda2
529,130,3,118.19,354.57,Tienda4
200,78,2,109.36,218.72,Tienda2
24,195,2,22.96,45.92,Tienda1
45,105,2,68.99,137.98,Tienda1
333,160,2,58.71,117.42,Tienda3
341,102,2,11.29,22.58,Tienda2
534,209,3,113.25,339.75,Tienda2
665,1,3,91.77,275.31,Tienda4
777,194,3,20.61,61.83,Tienda3
163,226,3,79.7,239.1,Tienda5
208,150,2,23.93,47.86,Tienda4
592,91,2,60.2,120.4,Tienda2
565,22,2,30.31,60.62,Tienda5
166,150,1,23.93,23.93,Tienda2
335,230,1,117.02,117.02,Tienda3
254,108,2,80.1,160.2,Tienda2
307,23,1,48.31,48.31,Tienda2
143,155,3,51.75,155.25,Tienda5
603,109,3,62.31,186.93,Tienda3
725,72,3,31.85,95.55,Tienda3
741,18,3,47.85,143.55,Tienda3
376,244,3,117.1,351.3,Tienda4
438,5,2,16.67,33.34,Tienda4
148,70,1,76.49,76.49,Tienda4
350,203,2,82.97,165.94,Tienda3
15,176,2,58.91,117.82,Tienda3
235,7,2,32.14,64.28,Tienda2
241,122,2,78.13,156.26,Tienda2
154,50,2,118.46,236.92,Tienda2
315,181,3,60.86,182.58,Tienda2
640,227,1,49.3,49.3,Tienda2
153,125,3,87.78,263.34,Tienda5
786,220,3,28.39,85.17,Tienda3
608,83,2,38.9,77.8,Tienda3
526,120,3,27.97,83.91,Tienda2
131,19,1,108.61,108.61,Tienda4
72,101,2,72.2,144.4,Tienda1
252,179,1,93.03,93.03,Tienda5
70,59,3,109.85,329.55,Tienda2
669,13,3,58.14,174.42,Tienda2
181,172,1,69.34,69.34,Tienda2
458,158,2,12.01,24.02,Tienda5
529,106,3,41.86,125.58,Tienda4
178,24,3,65.24,195.72,Tienda4
217,169,3,60.2,180.6,Tienda3
274,126,2,65.39,130.78,Tienda5
546,33,1,40.26,40.26,Tienda5
648,147,1,84.1,84.1,Tienda1
2,36,3,110.96,332.88,Tienda3
757,65,3,60.21,180.63,Tienda5
669,93,3,93.9,281.7,Tienda2
215,61,1,114.52,114.52,Tienda3
419,185,3,20.57,61.71,Tienda5
307,200,1,90.44,90.44,Tienda2
65,235,3,25.35,76.05,Tienda3
268,75,2,95.0,190.0,Tienda3
457,206,1,107.32,107.32,Tienda3
461,240,1,24.43,24.43,Tienda5
219,127,2,77.73,155.46,Tienda4
206,193,1,18.33,18.33,Tienda2
165,96,3,69.69,209.07,Tienda3
256,50,3,118.46,355.38,Tienda5
85,136,2,103.97,207.94,Tienda3
118,78,3,109.36,328.08,Tienda1
492,5,2,16.67,33.34,Tienda1
237,152,1,34.6,34.6,Tienda4
550,178,3,109.54,328.62,Tienda4
220,170,2,108.27,216.54,Tienda1
379,207,1,60.98,60.98,Tienda3
612,236,2,38.35,76.7,Tienda1
654,187,3,43.53,130.59,Tienda2
782,8,2,55.66,111.32,Tienda4
321,240,1,24.43,24.43,Tienda4
62,191,1,106.88,106.88,Tienda3
648,116,2,42.76,85.52,Tienda1
185,77,1,49.46,49.46,Tienda2
370,14,1,79.25,79.25,Tienda1
556,165,1,81.34,81.34,Tienda3
390,67,1,78.41,78.41,Tienda1
248,38,3,45.07,135.21,Tienda1
93,158,1,12.01,12.01,Tienda5
493,206,2,107.32,214.64,Tienda5
576,184,2,88.89,177.78,Tienda5
502,90,2,97.6,195.2,Tienda5
122,123,3,64.72,194.16,Tienda4
601,189,1,23.77,23.77,Tienda4
508,108,3,80.1,240.3,Tienda4
610,166,1,113.54,113.54,Tienda4
467,247,1,118.55,118.55,Tienda1
480,156,2,114.69,229.38,Tienda3
605,135,3,56.13,168.39,Tienda1
710,67,1,78.41,78.41,Tienda2
3,107,3,39.53,118.59,Tienda5
662,227,3,49.3,147.9,Tienda5
124,7,3,32.14,96.42,Tienda4
633,198,1,78.4,78.4,Tienda1
56,178,3,109.54,328.62,Tienda4
43,67,1,78.41,78.41,Tienda2
248,205,3,101.39,304.17,Tienda1
14,234,3,21.78,65.34,Tienda4
421,113,1,96.13,96.13,Tienda1
588,84,1,93.7,93.7,Tienda3
546,70,3,76.49,229.47,Tienda5
10,5,1,16.67,16.67,Tienda4
428,100,2,98.58,197.16,Tienda5
268,28,3,43.33,129.99,Tienda3
443,146,2,17.85,35.7,Tienda1
754,249,1,112.56,112.56,Tienda4
369,205,1,101.39,101.39,Tienda3
688,47,1,117.4,117.4,Tienda2
279,82,3,87.14,261.42,Tienda4
90,200,3,90.44,271.32,Tienda5
417,236,1,38.35,38.35,Tienda5
115,31,3,101.26,303.78,Tienda3
371,39,1,46.65,46.65,Tienda3
552,230,1,117.02,117.02,Tienda3
687,35,1,44.7,44.7,Tienda5
406,58,3,10.68,32.04,Tienda2
134,136,3,103.97,311.91,Tienda2
364,14,1,79.25,79.25,Tienda5
298,62,2,12.42,24.84,Tienda4
115,21,1,93.95,93.95,Tienda3
129,50,1,118.46,118.46,Tienda2
193,203,3,82.97,248.91,Tienda4
253,49,3,74.65,223.95,Tienda5
309,110,1,116.49,116.49,Tienda4
538,6,1,11.0,11.0,Tienda4
488,54,3,66.24,198.72,Tienda4
5,60,3,66.98,200.94,Tienda1
419,148,2,44.83,89.66,Tienda5
315,137,3,56.35,169.05,Tienda2
11,106,1,41.86,41.86,Tienda2
202,90,1,97.6,97.6,Tienda2
189,175,3,23.24,69.72,Tienda1
767,20,2,15.88,31.76,Tienda3
237,102,3,11.29,33.87,Tienda4
238,22,1,30.31,30.31,Tienda5
480,182,2,78.65,157.3,Tienda3
337,112,3,91.69,275.07,Tienda3
601,49,3,74.65,223.95,Tienda4
525,15,1,117.3,117.3,Tienda4
322,149,2,56.37,112.74,Tienda5
41,102,1,11.29,11.29,Tienda1
649,116,3,42.76,128.28,Tienda2
720,81,3,114.86,344.58,Tienda3
256,223,3,32.8,98.4,Tienda5
763,177,3,114.37,343.11,Tienda1
260,83,3,38.9,116.7,Tienda5
289,43,2,111.09,222.18,Tienda3
325,50,3,118.46,355.38,Tienda2
646,26,1,114.88,114.88,Tienda5
706,6,3,11.0,33.0,Tienda2
131,97,2,95.53,191.06,Tienda4
651,64,3,32.31,96.93,Tienda5
696,82,1,87.14,87.14,Tienda4
217,3,2,104.2,208.4,Tienda3
277,74,2,55.56,111.12,Tienda2
647,241,3,100.84,302.52,Tienda1
790,130,3,118.19,354.57,Tienda4
5,31,1,101.26,101.26,Tienda1
32,61,3,114.52,343.56,Tienda2
417,8,1,55.66,55.66,Tienda5
772,46,2,83.62,167.24,Tienda4
95,132,1,39.36,39.36,Tienda1
80,78,2,109.36,218.72,Tienda4
70,221,2,83.93,167.86,Tienda2
660,34,2,22.51,45.02,Tienda4
22,142,2,118.79,237.58,Tienda1
699,73,1,105.42,105.42,Tienda4
121,18,3,47.85,143.55,Tienda2
435,242,2,90.53,181.06,Tienda1
539,87,3,92.32,276.96,Tienda2
142,152,2,34.6,69.2,Tienda3
134,101,3,72.2,216.6,Tienda2
329,120,3,27.97,83.91,Tienda3
509,77,1,49.46,49.46,Tienda2
226,36,3,110.96,332.88,Tienda3
561,14,3,79.25,237.75,Tienda5
548,45,2,25.28,50.56,Tienda4
403,110,1,116.49,116.49,Tienda3
507,49,1,74.65,74.65,Tienda5
343,61,3,114.52,343.56,Tienda3
87,229,3,114.94,344.82,Tienda1
93,116,3,42.76,128.28,Tienda5
316,183,3,100.12,300.36,Tienda4
743,224,1,89.91,89.91,Tienda5
741,115,1,72.89,72.89,Tienda3
132,20,2,15.88,31.76,Tienda4
576,215,2,28.69,57.38,Tienda5
194,180,1,45.36,45.36,Tienda3
704,249,3,112.56,337.68,Tienda1
536,206,3,107.32,321.96,Tienda4
21,51,2,40.85,81.7,Tienda2
109,80,3,96.65,289.95,Tienda4
429,28,2,43.33,86.66,Tienda2
725,40,2,70.59,141.18,Tienda3
287,232,1,96.15,96.15,Tienda3
193,163,2,14.82,29.64,Tienda4
744,28,3,43.33,129.99,Tienda2
276,78,2,109.36,218.72,Tienda2
171,8,3,55.66,166.98,Tienda2
631,13,3,58.14,174.42,Tienda4
686,163,3,14.82,44.46,Tienda1
543,34,1,22.51,22.51,Tienda5
689,74,2,55.56,111.12,Tienda4
140,245,2,117.42,234.84,Tienda5
762,167,2,34.76,69.52,Tienda2
719,218,2,70.07,140.14,Tienda4
166,169,1,60.2,60.2,Tienda2
182,220,3,28.39,85.17,Tienda2
76,19,3,108.61,325.83,Tienda3
179,206,3,107.32,321.96,Tienda1
682,126,2,65.39,130.78,Tienda5
636,240,1,24.43,24.43,Tienda4
456,105,1,68.99,68.99,Tienda3
15,18,1,47.85,47.85,Tienda3
48,160,2,58.71,117.42,Tienda5
717,66,2,73.65,147.3,Tienda5
447,34,1,22.51,22.51,Tienda2
97,202,2,90.56,181.12,Tienda3
108,65,2,60.21,120.42,Tienda5
601,170,3,108.27,324.81,Tienda4
733,160,2,58.71,117.42,Tienda4
389,155,2,51.75,103.5,Tienda5
480,198,3,78.4,235.2,Tienda3
663,224,1,89.91,89.91,Tienda4
716,147,3,84.1,252.3,Tienda3
776,22,3,30.31,90.93,Tienda3
35,126,2,65.39,130.78,Tienda3
252,50,1,118.46,118.46,Tienda5
629,219,1,23.72,23.72,Tienda2
159,246,2,80.83,161.66,Tienda2
304,188,1,30.64,30.64,Tienda1
747,46,2,83.62,167.24,Tienda2
686,241,2,100.84,201.68,Tienda1
12,32,2,34.12,68.24,Tienda5
79,114,3,99.33,297.99,Tienda1
362,31,2,101.26,202.52,Tienda3
777,101,3,72.2,216.6,Tienda3
685,24,3,65.24,195.72,Tienda5
175,68,2,105.11,210.22,Tienda2
170,221,2,83.93,167.86,Tienda2
795,85,3,65.79,197.37,Tienda5
499,170,2,108.27,216.54,Tienda1
768,182,3,78.65,235.95,Tienda2
778,35,3,44.7,134.1,Tienda5
452,177,3,114.37,343.11,Tienda5
137,3,3,104.2,312.6,Tienda3
581,58,2,10.68,21.36,Tienda2
484,140,3,73.9,221.7,Tienda5
525,204,1,98.03,98.03,Tienda4
178,151,1,103.45,103.45,Tienda4
502,249,2,112.56,225.12,Tienda5
599,243,2,108.2,216.4,Tienda3
684,95,3,115.82,347.46,Tienda1
119,144,2,65.84,131.68,Tienda3
210,183,3,100.12,300.36,Tienda3
117,78,1,109.36,109.36,Tienda2
603,152,3,34.6,103.8,Tienda3
225,131,2,69.12,138.24,Tienda5
682,233,1,108.58,108.58,Tienda5
6,53,3,50.47,151.41,Tienda1
641,171,2,87.47,174.94,Tienda4
722,243,3,108.2,324.6,Tienda2
349,149,2,56.37,112.74,Tienda5
264,98,1,87.79,87.79,Tienda5
528,165,3,81.34,244.02,Tienda2
431,193,3,18.33,54.99,Tienda1
457,133,3,41.55,124.65,Tienda3
659,2,2,64.14,128.28,Tienda1
527,161,2,23.94,47.88,Tienda2
751,73,2,105.42,210.84,Tienda4
384,231,2,59.23,118.46,Tienda5
120,119,1,16.1,16.1,Tienda1
727,219,3,23.72,71.16,Tienda5
92,95,2,115.82,231.64,Tienda3
151,196,3,117.49,352.47,Tienda4
517,185,3,20.57,61.71,Tienda5
419,179,3,93.03,279.09,Tienda5
637,176,2,58.91,117.82,Tienda2
252,238,1,64.61,64.61,Tienda5
800,110,1,116.49,116.49,Tienda2
315,81,1,114.86,114.86,Tienda2
774,194,3,20.61,61.83,Tienda5
473,90,3,97.6,292.8,Tienda1
372,138,3,24.81,74.43,Tienda1
750,185,1,20.57,20.57,Tienda4
360,147,2,84.1,168.2,Tienda1
102,61,2,114.52,229.04,Tienda2
291,246,3,80.83,242.49,Tienda3
77,187,3,43.53,130.59,Tienda4
38,59,3,109.85,329.55,Tienda5
673,125,3,87.78,263.34,Tienda2
763,33,1,40.26,40.26,Tienda1
296,201,2,88.5,177.0,Tienda4
582,221,3,83.93,251.79,Tienda3
786,64,2,32.31,64.62,Tienda3
463,234,3,21.78,65.34,Tienda5
271,249,1,112.56,112.56,Tienda1
759,148,3,44.83,134.49,Tienda3
734,216,3,93.02,279.06,Tienda2
346,78,1,109.36,109.36,Tienda1
13,21,1,93.95,93.95,Tienda5
355,225,3,50.17,150.51,Tienda3
294,229,3,114.94,344.82,Tienda2
664,158,1,12.01,12.01,Tienda4
451,244,1,117.1,117.1,Tienda1
649,245,2,117.42,234.84,Tienda2
63,153,2,119.44,238.88,Tienda2
278,68,2,105.11,210.22,Tienda5
694,124,2,104.5,209.0,Tienda5
60,154,3,29.63,88.89,Tienda3
476,249,3,112.56,337.68,Tienda5
487,242,1,90.53,90.53,Tienda2
542,151,3,103.45,310.35,Tienda1
548,90,2,97.6,195.2,Tienda4
469,204,3,98.03,294.09,Tienda2
469,132,2,39.36,78.72,Tienda2
71,33,3,40.26,120.78,Tienda4
589,117,3,59.38,178.14,Tienda4
51,107,2,39.53,79.06,Tienda5
414,6,1,11.0,11.0,Tienda4
343,151,2,103.45,206.9,Tienda3
609,30,3,28.96,86.88,Tienda1
672,25,1,112.44,112.44,Tienda3
560,175,2,23.24,46.48,Tienda5
20,146,1,17.85,17.85,Tienda4
667,201,2,88.5,177.0,Tienda1
583,237,3,95.53,286.59,Tienda5
407,128,2,94.95,189.9,Tienda2
786,10,2,67.7,135.4,Tienda3
46,123,2,64.72,129.44,Tienda1
678,239,3,85.4,256.2,Tienda3
572,113,2,96.13,192.26,Tienda1
281,14,1,79.25,79.25,Tienda2
77,143,1,29.12,29.12,Tienda4
501,182,1,78.65,78.65,Tienda2
611,207,2,60.98,121.96,Tienda2
102,84,1,93.7,93.7,Tienda2
584,35,1,44.7,44.7,Tienda1
692,94,1,50.68,50.68,Tienda5
35,75,3,95.0,285.0,Tienda3
374,171,3,87.47,262.41,Tienda5
775,247,1,118.55,118.55,Tienda2
566,60,2,66.98,133.96,Tienda5
219,169,3,60.2,180.6,Tienda4
681,94,3,50.68,152.04,Tienda1
282,177,3,114.37,343.11,Tienda4
431,199,3,27.21,81.63,Tienda1
599,7,2,32.14,64.28,Tienda3
378,176,3,58.91,176.73,Tienda4
735,154,1,29.63,29.63,Tienda4
249,153,2,119.44,238.88,Tienda1
39,248,2,102.09,204.18,Tienda3
637,222,1,78.25,78.25,Tienda2
305,160,2,58.71,117.42,Tienda4
118,101,1,72.2,72.2,Tienda1
452,206,3,107.32,321.96,Tienda5
296,9,1,108.22,108.22,Tienda4
248,29,2,55.28,110.56,Tienda1
174,9,1,108.22,108.22,Tienda4
51,199,3,27.21,81.63,Tienda5
122,163,3,14.82,44.46,Tienda4
352,163,2,14.82,29.64,Tienda1
11,227,1,49.3,49.3,Tienda2
269,168,1,73.6,73.6,Tienda4
682,133,3,41.55,124.65,Tienda5
656,128,2,94.95,189.9,Tienda1
784,90,3,97.6,292.8,Tienda1
26,54,3,66.24,198.72,Tienda1
663,76,2,94.35,188.7,Tienda4
467,237,3,95.53,286.59,Tienda1
679,72,1,31.85,31.85,Tienda3
790,237,1,95.53,95.53,Tienda4
28,89,3,45.96,137.88,Tienda1
421,244,3,117.1,351.3,Tienda1
498,117,3,59.38,178.14,Tienda2
215,11,3,19.24,57.72,Tienda3
474,65,2,60.21,120.42,Tienda2
518,22,1,30.31,30.31,Tienda2
632,135,2,56.13,112.26,Tienda1
713,111,2,55.85,111.7,Tienda2
687,125,2,87.78,175.56,Tienda5
121,70,3,76.49,229.47,Tienda2
666,196,1,117.49,117.49,Tienda3
303,51,3,40.85,122.55,Tienda4
196,224,3,89.91,269.73,Tienda4
559,120,3,27.97,83.91,Tienda1
135,85,2,65.79,131.58,Tienda1
716,67,1,78.41,78.41,Tienda3
101,177,1,114.37,114.37,Tienda5
202,9,3,108.22,324.66,Tienda2
426,159,2,88.74,177.48,Tienda3
580,128,3,94.95,284.85,Tienda4
344,32,1,34.12,34.12,Tienda2
240,27,3,91.3,273.9,Tienda5
719,238,3,64.61,193.83,Tienda4
611,190,2,85.51,171.02,Tienda2
423,163,3,14.82,44.46,Tienda2
147,170,2,108.27,216.54,Tienda2
39,94,2,50.68,101.36,Tienda3
263,39,1,46.65,46.65,Tienda2
42,184,3,88.89,266.67,Tienda2
87,196,3,117.49,352.47,Tienda1
515,34,2,22.51,45.02,Tienda5
113,16,2,39.9,79.8,Tienda5
568,72,2,31.85,63.7,Tienda4
435,182,3,78.65,235.95,Tienda1
292,160,2,58.71,117.42,Tienda1
285,216,1,93.02,93.02,Tienda4
46,12,2,69.74,139.48,Tienda1
561,37,3,78.65,235.95,Tienda5
140,27,3,91.3,273.9,Tienda5
